Date,Open,High,Low,Close,Adj Close,Volume
2016-06-15,1853.585815,1853.585815,1834.600220,1838.599976,1837.198242,6023
2016-06-16,1821.060547,1848.589722,1821.060547,1846.599976,1845.192017,7217
2016-06-17,1827.605713,1827.605713,1793.631470,1795.959961,1794.590820,28470
2016-06-20,1796.838989,1798.627686,1778.642944,1780.869995,1779.512329,19923
2016-06-21,1779.642334,1796.829102,1779.642334,1788.010010,1786.646729,7416
2016-06-22,1790.883545,1793.231812,1765.053345,1768.619995,1767.271729,10041
2016-06-23,1748.665771,1759.157837,1740.671997,1744.180054,1742.850342,9999
2016-06-24,1738.673340,1776.294800,1733.677246,1773.060059,1771.708252,44422
2016-06-27,1774.645874,1798.617676,1738.683350,1764.000000,1762.655151,18134
2016-06-28,1762.655151,1783.629150,1742.170654,1764.880005,1763.534424,12181
2016-06-29,1759.657349,1759.657349,1739.182983,1748.839966,1747.506714,24925
2016-06-30,1739.233032,1766.652100,1735.685669,1748.349976,1747.017090,9478
2016-07-01,1733.677246,1770.649048,1727.691772,1766.099976,1764.753540,13344
2016-07-04,1764.753540,1764.753540,1764.753540,1766.099976,1764.753540,0
2016-07-05,1798.617676,1798.617676,1748.725830,1785.500000,1784.138794,4030
2016-07-06,1782.140259,1794.610840,1777.114136,1791.530029,1790.164185,12076
2016-07-07,1798.617676,1818.642456,1793.641479,1807.000000,1805.622437,21046
2016-07-08,1798.627686,1802.764648,1780.101929,1788.489990,1787.126465,3560
2016-07-11,1791.633057,1799.327148,1788.645386,1792.959961,1791.593018,7380
2016-07-12,1797.798340,1797.798340,1758.668213,1786.000000,1784.638428,18472
2016-07-13,1779.642334,1788.635376,1778.642944,1788.670044,1787.306396,11402
2016-07-14,1782.060303,1812.617065,1782.060303,1814.000000,1812.617065,17998
2016-07-15,1817.613281,1831.702515,1812.627075,1825.750000,1824.358032,13445
2016-07-18,1828.804688,1849.588867,1828.804688,1835.000000,1833.601074,55763
2016-07-19,1840.595581,1858.581909,1840.595581,1848.410034,1847.000732,46063
2016-07-20,1846.601074,1863.578125,1846.601074,1860.140015,1858.721924,13056
2016-07-21,1859.581299,1878.566650,1844.642578,1846.050049,1844.642578,17083
2016-07-22,1844.842407,1844.842407,1824.707764,1826.500000,1825.107422,44356
2016-07-25,1834.100586,1840.445923,1815.754639,1821.739990,1820.351196,6296
2016-07-26,1826.356445,1838.587280,1810.628540,1816.800049,1815.414917,51129
2016-07-27,1918.536255,1958.505859,1918.536255,1946.439941,1944.955933,108978
2016-07-28,1938.530884,1971.875488,1938.530884,1970.250000,1968.747925,35327
2016-07-29,1968.498169,1968.498169,1932.105713,1952.000000,1950.511841,8044
2016-08-01,1979.489868,2000.963257,1958.505859,2000.010010,1998.485229,21222
2016-08-02,1973.494385,1981.987793,1966.249756,1979.000000,1977.491211,15160
2016-08-03,1977.491211,2003.371460,1977.491211,1998.900024,1997.376221,18658
2016-08-04,1997.046143,2001.044312,1988.050537,1990.000000,1989.050049,3607
2016-08-05,2002.043823,2029.020874,2002.043823,2013.189941,2012.228882,12680
2016-08-08,2007.541138,2009.040527,1992.048584,2007.660034,2006.701660,31019
2016-08-09,1996.986084,2008.970581,1989.040039,2009.930054,2008.970581,10814
2016-08-10,1985.851685,1987.050903,1978.055298,1985.699951,1984.751953,5403
2016-08-11,1974.057251,1993.048096,1969.059570,1970.000000,1969.059570,5347
2016-08-12,1969.059570,1976.556030,1968.259888,1972.000000,1971.058594,9266
2016-08-15,1969.059570,1979.054810,1969.059570,1979.260010,1978.315186,7178
2016-08-16,1979.054810,1990.029541,1962.083008,1975.050049,1974.107178,10172
2016-08-17,1985.051880,1993.048096,1969.079590,1986.300049,1985.351807,45822
2016-08-18,1977.065796,1984.302246,1967.060547,1981.560059,1980.614136,6826
2016-08-19,1989.539795,2000.544556,1989.539795,1993.900024,1992.948120,7582
2016-08-22,1992.948120,1996.046631,1970.318970,1985.000000,1984.052490,3164
2016-08-23,1991.039063,2014.038086,1991.039063,2015.000000,2014.038086,10451
2016-08-24,2012.038940,2012.038940,1974.077148,1995.500000,1994.547485,11102
2016-08-25,1972.058105,1981.053833,1969.059570,1978.569946,1977.625488,11053
2016-08-26,1984.052490,1984.052490,1958.364746,1984.050049,1983.102905,13782
2016-08-29,1987.470825,1994.047607,1959.084351,1986.000000,1985.051880,5304
2016-08-30,1975.066650,1997.046143,1975.056641,1990.000000,1989.050049,10669
2016-08-31,1999.045288,2007.041382,1993.048096,1994.880005,1993.927734,12912
2016-09-01,1993.547852,2005.042358,1989.050049,1999.479980,1998.525513,5882
2016-09-02,2000.044800,2009.040527,1986.201416,2000.020020,1999.065308,4456
2016-09-05,2003.043335,2007.041382,1999.045288,2008.000000,2007.041382,174
2016-09-06,2009.040527,2009.040527,1962.562744,1969.989990,1969.049561,7055
2016-09-07,1976.056152,1999.045288,1969.059570,1997.300049,1996.346558,17861
2016-09-08,1997.046143,1997.046143,1952.797363,1969.479980,1968.539795,21053
2016-09-09,1989.050049,1989.050049,1947.549805,1948.479980,1947.549805,7653
2016-09-12,1989.050049,2006.041992,1982.433105,1988.800049,1987.850586,8782
2016-09-13,2039.026123,2078.007568,2039.026123,2061.850098,2060.865723,58996
2016-09-14,2085.004150,2173.951660,2085.004150,2148.550049,2147.524414,94796
2016-09-15,2168.964111,2235.812012,2168.964111,2232.409912,2231.344238,87741
2016-09-19,2231.344238,2278.911621,2223.947754,2231.850098,2230.784668,32659
2016-09-20,2227.936035,2258.921143,2223.178223,2258.000000,2256.922119,42821
2016-09-21,2242.928711,2251.224854,2220.959229,2238.909912,2237.841064,36272
2016-09-22,2247.926514,2253.923340,2237.931152,2249.500000,2248.426025,7993
2016-09-23,2248.926025,2263.908691,2213.942627,2239.689941,2238.620850,12729
2016-09-26,2248.906006,2248.926025,2232.503906,2248.850098,2247.776611,14325
2016-09-27,2210.943848,2210.943848,2189.954102,2192.320068,2191.273438,28100
2016-09-28,2198.949707,2224.437744,2198.949707,2208.310059,2207.255859,23372
2016-09-29,2204.947021,2204.947021,2164.006592,2189.699951,2188.654785,1630
2016-09-30,2188.654785,2197.250488,2175.360840,2192.189941,2191.143555,9817
2016-10-03,2183.957031,2183.957031,2163.126953,2170.000000,2168.964111,11890
2016-10-04,2168.964111,2198.949707,2148.973633,2195.280029,2194.232178,2727
