Date,Open,High,Low,Close,Adj Close,Volume
2016-08-24,107.107048,107.284615,106.229042,108.029999,106.574318,23675100
2016-08-25,105.942940,106.426338,105.242508,107.570000,106.120514,25086200
2016-08-26,105.962677,106.495399,104.877495,106.940002,105.499008,27766300
2016-08-29,105.183311,105.992271,104.857765,106.820000,105.380623,24970300
2016-08-30,104.374367,105.064941,104.078407,106.000000,104.571663,24863900
2016-08-31,104.236259,105.133995,104.216522,106.099998,104.670319,29662400
2016-09-01,104.709793,105.360893,104.196793,106.730003,105.291840,26701500
2016-09-02,106.248756,106.544724,105.380623,107.730003,106.278366,26802500
2016-09-06,106.446068,106.840683,106.061317,107.699997,106.248756,26880400
2016-09-07,106.377014,107.294479,105.627251,108.360001,106.899872,42364300
2016-09-08,105.804825,105.824554,103.821907,105.519997,104.098145,53002000
2016-09-09,103.229996,104.295448,101.740341,103.129997,101.740341,46557000
2016-09-12,101.266808,104.295448,101.148430,105.440002,104.019218,45292800
2016-09-13,106.061317,107.324074,105.794960,107.949997,106.495399,62176200
2016-09-14,107.264893,111.506943,107.136642,111.769997,110.263916,110888700
2016-09-15,112.325760,114.170563,111.960747,115.570000,114.012718,89983600
2016-09-16,113.568779,114.565170,112.503326,114.919998,113.371475,79886900
2016-09-19,113.637833,114.614502,111.723976,113.580002,112.049530,47023000
2016-09-20,111.526680,112.582260,110.993958,113.570000,112.039665,34514300
2016-09-21,112.315895,112.454010,110.924896,113.550003,112.019936,36003200
2016-09-22,112.809158,113.391212,112.463875,114.620003,113.075523,31074000
2016-09-23,112.878212,113.243225,110.046890,112.709999,111.191254,52481200
2016-09-26,110.135666,111.862091,110.046890,112.879997,111.358955,29869400
2016-09-27,111.477348,111.654922,110.826241,113.089996,111.566124,24607400
2016-09-28,112.158051,113.095253,111.901558,113.949997,112.414543,29641100
2016-09-29,111.635201,112.266571,110.293518,112.180000,110.668396,35887000
2016-09-30,110.944626,111.842369,110.293518,113.050003,111.526680,36379100
2016-10-03,111.191254,111.526680,110.767052,112.519997,111.003807,21701800
2016-10-04,111.536537,112.769691,111.112328,113.000000,111.477348,29736800
2016-10-05,111.871964,112.128456,111.171524,113.050003,111.526680,21453100
2016-10-06,112.167915,112.799294,111.605598,113.889999,112.355354,28779300
2016-10-07,112.769691,113.016327,111.980476,114.059998,112.523064,24358400
2016-10-10,113.470123,115.176819,113.174171,116.050003,114.486252,36236000
2016-10-11,116.114014,117.090675,114.634224,116.300003,114.732880,64041000
2016-10-12,115.768730,116.390251,115.176819,117.339996,115.758865,37586800
2016-10-13,115.216278,115.857521,114.160706,116.980003,115.403717,35192400
2016-10-14,116.291588,116.577682,115.551697,117.629997,116.044960,35652200
2016-10-17,115.749001,116.252121,115.206413,117.550003,115.966042,23624900
2016-10-18,116.587555,116.617149,115.867378,117.470001,115.887123,24553500
2016-10-19,115.670074,116.173210,112.266571,117.120003,115.541832,20034600
2016-10-20,115.285332,115.798325,114.762474,117.059998,115.482635,24125800
2016-10-21,115.236008,115.334663,114.713150,116.599998,115.028831,23192700
2016-10-24,115.522102,116.153473,115.423447,117.650002,116.064682,23538700
2016-10-25,116.360641,116.765129,115.729271,118.250000,116.656609,48129000
2016-10-26,112.769691,114.140961,111.783165,115.589996,114.032448,66134200
2016-10-27,113.835144,114.298813,112.562523,114.480003,112.937408,34562000
2016-10-28,112.335625,113.657570,111.921280,113.720001,112.187653,37861700
2016-10-31,112.118591,112.690773,111.674652,113.540001,112.010071,26419400
2016-11-01,111.931152,112.236961,109.040627,111.489998,109.987694,43825800
2016-11-02,109.898911,110.836105,109.731201,111.589996,110.086349,28331700
2016-11-03,110.046684,110.522652,108.628708,109.830002,108.906357,26932600
2016-11-04,107.617294,109.322823,107.200821,108.839996,107.924675,30837000
2016-11-07,109.154251,109.580635,108.539467,110.410004,109.481483,32560000
2016-11-08,109.382317,110.780464,108.777451,111.059998,110.126007,24054500
2016-11-09,108.955933,110.383827,107.141327,110.879997,109.947525,59176400
2016-11-10,110.155754,110.155754,104.939995,107.790001,106.883514,57134500
2016-11-11,106.219147,107.954430,105.653946,108.430000,107.518127,34094100
2016-11-14,106.804184,106.903343,103.204712,105.709999,104.820999,51175500
2016-11-15,105.673775,106.774437,105.267227,107.110001,106.209229,32264500
2016-11-16,105.802673,109.303001,105.703522,109.989998,109.065002,58840500
2016-11-17,108.886520,109.421982,107.914772,109.949997,109.025345,27632000
2016-11-18,108.797279,109.610382,108.737785,110.059998,109.134422,28428900
2016-11-21,109.193924,111.048187,109.084846,111.730003,110.790382,29264600
2016-11-22,111.008522,111.474571,110.463158,111.800003,110.859787,25965500
2016-11-23,110.423485,110.572227,109.402153,111.230003,110.294586,27426400
2016-11-25,110.195419,110.929207,110.016930,111.790001,110.849876,11475900
2016-11-28,110.492905,111.524155,110.453232,111.570000,110.631721,27194000
2016-11-29,109.848366,111.087852,109.144333,111.459999,110.522652,28528800
2016-11-30,110.661469,111.256424,109.342651,110.519997,109.590553,36162300
2016-12-01,109.441818,110.007027,108.113083,109.489998,108.569214,37086900
2016-12-02,108.251900,109.164169,107.934593,109.900002,108.975769,26528000
2016-12-05,109.074928,109.104675,107.339645,109.110001,108.192413,34324500
2016-12-06,108.579132,109.431900,108.271744,109.949997,109.025345,26195500
2016-12-07,108.341148,110.254921,108.241997,111.029999,110.096260,29998700
2016-12-08,109.927696,111.484489,109.669876,112.120003,111.177101,27068300
2016-12-09,111.365501,113.735397,111.365501,113.949997,112.991707,34402600
2016-12-12,112.337257,114.032883,111.543983,113.300003,112.347183,26374400
2016-12-13,112.882629,114.945137,112.793388,115.190002,114.221283,43733800
2016-12-14,114.072540,115.222786,114.013046,115.190002,114.221283,34031800
2016-12-15,114.409683,115.748337,114.260948,115.820000,114.845985,46524500
2016-12-16,115.490517,115.520264,114.677414,115.970001,114.994720,44351100
2016-12-19,114.826157,116.392860,114.776566,116.639999,115.659088,27779400
2016-12-20,115.758240,116.511856,115.698746,116.949997,115.966476,21425000
2016-12-21,115.817741,116.412697,115.797913,117.059998,116.075554,23783200
2016-12-22,115.371529,115.530182,114.667496,116.290001,115.312035,26085900
2016-12-23,114.617912,115.540092,114.617912,116.519997,115.540092,14181200
2016-12-27,115.540092,116.809334,115.510345,117.260002,116.273872,18296900
2016-12-28,116.531685,117.027481,115.222786,116.760002,115.778084,20905900
2016-12-29,115.470680,116.125137,115.421112,116.730003,115.748337,15039500
2016-12-30,115.669006,116.214378,114.459259,115.820000,114.845985,30586300
2017-01-03,114.826157,115.351692,113.794891,116.150002,115.173210,28781900
2017-01-04,114.875732,115.530182,114.776566,116.019997,115.044304,21118100
2017-01-05,114.945137,115.877235,114.836060,116.610001,115.629341,22193600
2017-01-06,115.797913,117.166313,115.490517,117.910004,116.918411,31751900
2017-01-09,116.958061,118.425621,116.948158,118.989998,117.989319,33561900
2017-01-10,117.771172,118.376038,117.305122,119.110001,118.108315,24462100
2017-01-11,117.741417,118.921417,117.602600,119.750000,118.742935,27588600
2017-01-12,117.900085,118.296722,117.215881,119.250000,118.247139,27086200
2017-01-13,118.108315,118.614029,117.810837,119.040001,118.038902,26111900
2017-01-17,117.344788,119.228813,117.225800,120.000000,118.990829,34439800
2017-01-18,118.990829,119.486626,118.703270,119.989998,118.980911,23713000
2017-01-19,118.395874,119.080070,118.366127,119.779999,118.772675,25597300
2017-01-20,119.437042,119.437042,118.723099,120.000000,118.990829,32597900
2017-01-23,118.990829,119.794014,118.762764,120.080002,119.070160,22050200
2017-01-24,118.544617,119.089989,118.495033,119.970001,118.961090,23211000
2017-01-25,119.407295,121.073166,119.268471,121.879997,120.855019,32377600
2017-01-26,120.646790,121.410309,120.577370,121.940002,120.914520,26337600
2017-01-27,121.112831,121.321068,120.577370,121.949997,120.924423,20562900
2017-01-30,119.913010,120.607117,119.645279,121.629997,120.607117,30377500
2017-01-31,120.131157,120.369141,119.605621,121.349998,120.329475,49201000
2017-02-01,125.961708,129.392609,125.941879,128.750000,127.667236,111985000
2017-02-02,126.903717,128.301865,126.705399,128.529999,127.449089,33710400
2017-02-03,127.230942,128.103546,127.082207,129.080002,127.994469,24507300
2017-02-06,128.044052,129.402527,127.815979,130.289993,129.194290,26845900
2017-02-07,129.442184,130.979141,129.352936,131.529999,130.423859,38183800
2017-02-08,130.245392,131.108063,130.116486,132.039993,130.929581,23004100
2017-02-09,131.108826,131.905548,130.581009,132.419998,131.875671,28349900
2017-02-10,131.915512,132.393539,131.507187,132.119995,131.576904,20065500
2017-02-13,132.532959,133.269928,132.204315,133.289993,132.742081,23035400
2017-02-14,132.921356,134.534683,132.702255,135.020004,134.464981,33226200
2017-02-15,134.962936,135.709854,134.066620,135.509995,134.952957,35623100
2017-02-16,135.112305,135.341354,134.285721,135.350006,134.793625,22584600
2017-02-17,134.544662,135.271652,134.544662,135.720001,135.162109,22198200
2017-02-21,135.669998,136.187866,135.421036,136.699997,136.138077,24507200
2017-02-22,135.869186,136.556351,135.550507,137.110001,136.546387,20836900
2017-02-23,136.815292,136.914871,135.739731,136.529999,135.968781,20788200
2017-02-24,135.351334,136.098251,134.723907,136.660004,136.098251,21776600
2017-02-27,136.576263,136.875031,135.719803,136.929993,136.367126,20257400
2017-02-28,136.516510,136.875031,136.138077,136.990005,136.426895,23482900
2017-03-01,137.323181,139.573883,137.034378,139.789993,139.215363,36414600
2017-03-02,139.424515,139.703354,138.189606,138.960007,138.388794,26211000
2017-03-03,138.209518,139.255219,138.020309,139.779999,139.205414,21108100
2017-03-06,138.797089,139.195465,138.030273,139.339996,138.767227,21750000
2017-03-07,138.488373,139.404587,138.219482,139.520004,138.946487,17446300
2017-03-08,138.378830,139.225342,138.249374,139.000000,138.428619,18707200
2017-03-09,138.169693,138.219482,136.486633,138.679993,138.109924,22155900
2017-03-10,138.677597,138.787140,138.070099,139.139999,138.568039,19612800
2017-03-13,138.279251,138.856842,138.249374,139.199997,138.627792,17421700
2017-03-14,138.727386,139.075943,138.269272,138.990005,138.418671,15309100
2017-03-15,138.836945,140.171432,138.458496,140.460007,139.882629,25691800
2017-03-16,140.141556,140.440323,139.683441,140.690002,140.111679,19232000
2017-03-17,140.420395,140.420395,139.314957,139.990005,139.414551,43885000
2017-03-20,139.822861,140.918350,139.653564,141.460007,140.878510,21542000
2017-03-21,141.525833,142.212997,139.155624,139.839996,139.265167,39529900
2017-03-22,139.275131,141.017944,139.185486,141.419998,140.838669,25860200
2017-03-23,140.679321,140.998016,140.031998,140.919998,140.340729,20346300
2017-03-24,140.918350,141.157364,139.773071,140.639999,140.061874,22395600
2017-03-27,138.817017,140.639496,138.050186,140.880005,140.300903,23575100
2017-03-28,140.330780,143.447891,140.041962,143.800003,143.208893,33374800
2017-03-29,143.089371,143.896057,142.601395,144.119995,143.527573,29190000
2017-03-30,143.597290,143.906006,142.910126,143.929993,143.338348,21207300
2017-03-31,143.129227,143.676956,142.422134,143.660004,143.069473,19661700
2017-04-03,143.119263,143.527573,142.461975,143.699997,143.109299,19985700
2017-04-04,142.661148,144.294403,142.581482,144.770004,144.174911,19891400
2017-04-05,143.627167,144.862076,143.218842,144.020004,143.427994,27717900
2017-04-06,143.696869,143.925934,142.860321,143.660004,143.069473,21149000
2017-04-07,143.139175,143.587326,142.681076,143.339996,142.750778,16672200
2017-04-10,143.009720,143.288574,142.312592,143.169998,142.581482,18933400
2017-04-11,142.352432,142.760742,139.484268,141.630005,141.047821,30379400
2017-04-12,141.017944,141.565674,140.430359,141.800003,141.217117,20350000
2017-04-13,141.326660,141.794739,140.470200,141.050003,140.470200,17822900
2017-04-17,140.898422,141.296783,140.290924,141.830002,141.246994,16582100
2017-04-18,140.828720,141.456116,140.529953,141.199997,140.619568,14697500
2017-04-19,141.296783,141.416290,139.872665,140.679993,140.101715,17328400
2017-04-20,140.639496,142.332504,140.579742,142.440002,141.854477,23319600
2017-04-21,141.854477,142.093491,141.266907,142.270004,141.685181,17320900
2017-04-24,142.910126,143.358276,142.591431,143.639999,143.049545,17134300
2017-04-25,143.318436,144.304367,143.278595,144.529999,143.935883,18871500
2017-04-26,143.876144,144.005615,142.790619,143.679993,143.089371,20041200
2017-04-27,143.328400,143.567413,142.720901,143.789993,143.198929,14246300
2017-04-28,143.497696,143.706833,142.681076,143.649994,143.059494,20860400
2017-05-01,144.503555,146.594910,144.364136,146.580002,145.977463,33602900
2017-05-02,146.933517,147.481247,146.236389,147.509995,146.903641,45352200
2017-05-03,144.991531,146.883728,143.676956,147.059998,146.455490,45697000
2017-05-04,145.917709,146.535156,145.210632,146.529999,145.927673,23371900
2017-05-05,146.156723,148.367599,146.156723,148.960007,148.347687,27327700
2017-05-08,148.417389,153.068192,148.417389,153.009995,152.381027,48752400
2017-05-09,153.237488,154.243347,152.819214,153.990005,153.357010,39130400
2017-05-10,152.998489,153.307205,151.484726,153.259995,152.630005,25805700
2017-05-11,152.449997,154.070007,152.309998,153.949997,153.949997,27255100
2017-05-12,154.699997,156.419998,154.669998,156.100006,156.100006,32527000
2017-05-15,156.009995,156.649994,155.050003,155.699997,155.699997,26009700
2017-05-16,155.940002,156.059998,154.720001,155.470001,155.470001,20048500
2017-05-17,153.600006,154.570007,149.710007,150.250000,150.250000,50767700
2017-05-18,151.270004,153.339996,151.130005,152.539993,152.539993,33568200
2017-05-19,153.380005,153.979996,152.630005,153.059998,153.059998,26960800
2017-05-22,154.000000,154.580002,152.910004,153.990005,153.990005,22966400
2017-05-23,154.899994,154.899994,153.309998,153.800003,153.800003,19918900
2017-05-24,153.839996,154.169998,152.669998,153.339996,153.339996,19178000
2017-05-25,153.729996,154.350006,153.029999,153.869995,153.869995,19235600
2017-05-26,154.000000,154.240005,153.309998,153.610001,153.610001,21927600
2017-05-30,153.419998,154.429993,153.330002,153.669998,153.669998,20126900
2017-05-31,153.970001,154.169998,152.380005,152.759995,152.759995,24451200
2017-06-01,153.169998,153.330002,152.220001,153.179993,153.179993,16404100
2017-06-02,153.580002,155.449997,152.889999,155.449997,155.449997,27770700
2017-06-05,154.339996,154.449997,153.460007,153.929993,153.929993,25331700
2017-06-06,153.899994,155.809998,153.779999,154.449997,154.449997,26624900
2017-06-07,155.020004,155.979996,154.479996,155.369995,155.369995,21069600
2017-06-08,155.250000,155.539993,154.399994,154.990005,154.990005,21112300
2017-06-09,155.190002,155.190002,146.020004,148.979996,148.979996,64882700
2017-06-12,145.740005,146.089996,142.509995,145.419998,145.419998,72307300
2017-06-13,147.160004,147.449997,145.149994,146.589996,146.589996,34165400
2017-06-14,147.500000,147.500000,143.839996,145.160004,145.160004,31345900
